meanAge,position.longitude,precipitation,position.x,position.y,year,position.latitude,temperature,nTrees,meanHeight,step,replicate
95.0,-118.1371,288.3737,0.8980,0.5000,2118,36.2650,304.3944,10,1.2685,94,0
95.0,-119.3629,491.6562,0.1020,0.1000,2118,36.6370,292.6899,10,84.3427,94,0
95.0,-118.7657,402.8451,0.4898,0.1000,2118,36.6370,292.9542,10,42.7344,94,0
95.0,-118.1371,214.7687,0.8980,0.1000,2118,36.6370,292.1768,10,0.5416,94,0
96.0,-119.3629,489.8961,0.1020,0.9000,2119,35.8930,316.8068,10,72.9292,95,0
96.0,-118.7657,395.6438,0.4898,0.9000,2119,35.8930,316.6425,10,38.2913,95,0
96.0,-118.1371,288.9414,0.8980,0.9000,2119,35.8930,316.5882,10,0.8713,95,0
96.0,-119.3629,486.4004,0.1020,0.5000,2119,36.2650,304.5351,10,94.4835,95,0
96.0,-118.7657,392.9967,0.4898,0.5000,2119,36.2650,304.7657,10,43.4482,95,0
96.0,-118.1371,312.5184,0.8980,0.5000,2119,36.2650,304.5961,10,1.2734,95,0
96.0,-119.3629,490.1247,0.1020,0.1000,2119,36.6370,292.9615,10,85.3025,95,0
96.0,-118.7657,380.2552,0.4898,0.1000,2119,36.6370,291.7309,10,42.9493,95,0
96.0,-118.1371,228.0465,0.8980,0.1000,2119,36.6370,292.4260,10,0.5416,95,0
97.0,-119.3629,542.9216,0.1020,0.9000,2120,35.8930,316.7277,10,73.6102,96,0
97.0,-118.7657,392.8299,0.4898,0.9000,2120,35.8930,316.5004,10,38.5643,96,0
97.0,-118.1371,278.1736,0.8980,0.9000,2120,35.8930,316.4542,10,0.8718,96,0
97.0,-119.3629,599.2359,0.1020,0.5000,2120,36.2650,304.8664,10,95.4532,96,0
97.0,-118.7657,416.9174,0.4898,0.5000,2120,36.2650,304.2300,10,44.1510,96,0
97.0,-118.1371,280.1961,0.8980,0.5000,2120,36.2650,305.2146,10,1.2742,96,0
97.0,-119.3629,546.6776,0.1020,0.1000,2120,36.6370,293.4182,10,86.2361,96,0
97.0,-118.7657,362.0156,0.4898,0.1000,2120,36.6370,292.4525,10,43.0366,96,0
97.0,-118.1371,345.0656,0.8980,0.1000,2120,36.6370,292.6261,10,0.5757,96,0
98.0,-119.3629,510.1261,0.1020,0.9000,2121,35.8930,316.7081,10,74.3006,97,0
98.0,-118.7657,374.1373,0.4898,0.9000,2121,35.8930,316.9564,10,38.6808,97,0
98.0,-118.1371,326.4892,0.8980,0.9000,2121,35.8930,317.1470,10,0.8801,97,0
98.0,-119.3629,468.2427,0.1020,0.5000,2121,36.2650,304.9189,10,96.4111,97,0
98.0,-118.7657,415.6745,0.4898,0.5000,2121,36.2650,304.9310,10,44.8510,97,0
98.0,-118.1371,305.4113,0.8980,0.5000,2121,36.2650,304.6983,10,1.2775,97,0
98.0,-119.3629,541.1771,0.1020,0.1000,2121,36.6370,292.9415,10,87.1478,97,0
98.0,-118.7657,460.4534,0.4898,0.1000,2121,36.6370,292.9223,10,43.9514,97,0
98.0,-118.1371,251.6495,0.8980,0.1000,2121,36.6370,292.9716,10,0.5758,97,0
99.0,-119.3629,465.6335,0.1020,0.9000,2122,35.8930,316.4272,10,74.9828,98,0
99.0,-118.7657,386.1410,0.4898,0.9000,2122,35.8930,316.9711,10,38.8870,98,0
99.0,-118.1371,269.2618,0.8980,0.9000,2122,35.8930,316.9353,10,0.8804,98,0
99.0,-119.3629,538.1943,0.1020,0.5000,2122,36.2650,305.2637,10,97.3528,98,0
99.0,-118.7657,385.5172,0.4898,0.5000,2122,36.2650,304.9108,10,45.1366,98,0
99.0,-118.1371,265.4665,0.8980,0.5000,2122,36.2650,305.1542,10,1.2778,98,0
99.0,-119.3629,548.3296,0.1020,0.1000,2122,36.6370,292.8576,10,88.0909,98,0
99.0,-118.7657,420.0164,0.4898,0.1000,2122,36.6370,292.3637,10,44.6845,98,0
99.0,-118.1371,238.8406,0.8980,0.1000,2122,36.6370,292.8178,10,0.5758,98,0
100.0,-119.3629,554.9351,0.1020,0.9000,2123,35.8930,317.1218,10,75.6514,99,0
100.0,-118.7657,416.8508,0.4898,0.9000,2123,35.8930,317.0119,10,39.3783,99,0
100.0,-118.1371,286.4138,0.8980,0.9000,2123,35.8930,316.8586,10,0.8811,99,0
100.0,-119.3629,557.7291,0.1020,0.5000,2123,36.2650,304.6150,10,98.3092,99,0
100.0,-118.7657,414.1179,0.4898,0.5000,2123,36.2650,305.0661,10,45.8328,99,0
100.0,-118.1371,252.0422,0.8980,0.5000,2123,36.2650,305.3652,10,1.2779,99,0
100.0,-119.3629,538.0690,0.1020,0.1000,2123,36.6370,293.1383,10,89.0359,99,0
100.0,-118.7657,437.7534,0.4898,0.1000,2123,36.6370,292.4998,10,45.5408,99,0
100.0,-118.1371,254.1299,0.8980,0.1000,2123,36.6370,293.0247,10,0.5760,99,0
